OID_,FID_BEC_PEM_Columbia,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Columbia,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
40,66,539,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,150000.000000000000000,2900.000000000000000,150000.000000000000000,2900.000000000000000,5122444.000000000000000,3,cool,IMAuncool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,2721.985447031399417,124792.594796838689945,12.479259479683870
41,67,546,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,26063493.651200000196695,58915.792600000000675,26063493.000000000000000,58916.000000000000000,5121531.000000000000000,3,cool,ICHmk5cool,6,77,0.000000000000000,1920,Person,1920-77,1185.500000000000000,linens, ,20070517130618,19200809,digitised,JA70003000,0.000000000000000,1756593.000000000000000,11854996.155799999833107,13762.754600000000210,593.872575659761424,3836.817865818697101,0.383681786581870
42,67,546,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,26063493.651200000196695,58915.792600000000675,26063493.000000000000000,58916.000000000000000,5121531.000000000000000,3,cool,ICHmk5cool,24,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,4067.347125106829935,129050.032479363086168,12.905003247936309
43,69,546,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,26063493.651200000196695,58915.792600000000675,26063493.000000000000000,58916.000000000000000,5121531.000000000000000,7,warm,ICHmk5warm,24,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,1252.440191797687476,25464.870447758796217,2.546487044775880
44,70,574,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2606250.000000000000000,7552.691200000000208,2606250.000000000000000,7553.000000000000000,5117377.000000000000000,3,cool,ESSFdk2cool,9,31,0.000000000000000,1921,Person,1921-31,83.799999999999997,linens, ,20070517130616,19210604,digitised,JA70003000,0.000000000000000,1756712.000000000000000,838341.821099999942817,4896.405099999999948,543.831797914286767,1449.469155976511729,0.144946915597651
45,70,574,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2606250.000000000000000,7552.691200000000208,2606250.000000000000000,7553.000000000000000,5117377.000000000000000,3,cool,ESSFdk2cool,68,N00090,0.000000000000000,1961,Lightning,1961-N00090,17.399999999999999,Buffered_Point, ,20070517130644,19610618,buffered_point,JA70003000,0.000000000000000,1768370.000000000000000,174610.143600000010338,1539.815700000000106,752.298106968037587,9267.325740957550806,0.926732574095755
46,72,574,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2606250.000000000000000,7552.691200000000208,2606250.000000000000000,7553.000000000000000,5117377.000000000000000,7,warm,ESSFdk2warm,9,31,0.000000000000000,1921,Person,1921-31,83.799999999999997,linens, ,20070517130616,19210604,digitised,JA70003000,0.000000000000000,1756712.000000000000000,838341.821099999942817,4896.405099999999948,1242.783194802000025,67495.006799747832702,6.749500679974783
47,72,574,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2606250.000000000000000,7552.691200000000208,2606250.000000000000000,7553.000000000000000,5117377.000000000000000,7,warm,ESSFdk2warm,68,N00090,0.000000000000000,1961,Lightning,1961-N00090,17.399999999999999,Buffered_Point, ,20070517130644,19610618,buffered_point,JA70003000,0.000000000000000,1768370.000000000000000,174610.143600000010338,1539.815700000000106,1761.590429782222145,98275.911950812282157,9.827591195081229
48,84,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,3,cool,ESSFdkwcool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,69926.886412159248721,5623917.794755080714822,562.391779475508088
49,84,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,3,cool,ESSFdkwcool,87,N20145,2007080201.000000000000000,2007,Lightning,2007-N20145,0.800000000000000,OZIX,20070802205026,20070802145152,20070714,GPS_TRACK,JA70003000,0.000000000000000,1774134.000000000000000,8463.232900000000882,371.564500000000010,371.519551424547330,8457.318562660100724,0.845731856266010
50,85,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,5,cool,ESSFdkwcool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,717.170501480287271,8453.294446149102441,0.845329444614910
51,86,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,7,warm,ESSFdkwwarm,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,40566.746717606685706,1086400.238664247561246,108.640023866424755
52,93,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,3,cool,ESSFdkpcool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,55131.976495171016722,5601457.009892702102661,560.145700989270267
53,95,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,7,warm,ESSFdkpwarm,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,3242.488620377002917,70579.813462351725320,7.057981346235173
54,101,599,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1140000.000000000000000,9500.000000000000000,1140000.000000000000000,9500.000000000000000,5122427.000000000000000,3,cool,IMAuncool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,6368.666458816135673,663585.602610520552844,66.358560261052062
55,105,601,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,145000.000000000000000,1900.000000000000000,145000.000000000000000,1900.000000000000000,5122430.000000000000000,3,cool,IMAuncool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,1899.266906192448914,144900.119472355057951,14.490011947235507
56,106,602,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,210000.000000000000000,2300.000000000000000,210000.000000000000000,2300.000000000000000,5122431.000000000000000,3,cool,IMAuncool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,2298.976570719157280,209856.560555851028766,20.985656055585103
57,107,603,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,350000.000000000000000,4100.000000000000000,350000.000000000000000,4100.000000000000000,5122438.000000000000000,3,cool,IMAuncool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,3870.537495187434160,314811.083833755867090,31.481108383375588
58,108,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,3,cool,ESSFdkwcool,31,164,0.000000000000000,1933,Lightning,1933-164,252.599999999999994,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761839.000000000000000,2526284.960899999830872,9266.414699999999357,5015.475570610322393,210418.458387075836072,21.041845838707584
59,108,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,3,cool,ESSFdkwcool,54,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,98923.767957780873985,11981070.164802480489016,1198.107016480248149
60,108,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,3,cool,ESSFdkwcool,69,N00195,0.000000000000000,1959,Person,1959-N00195,383.899999999999977,mylars, ,20070517130635,19590803,digitised,JA70003000,0.000000000000000,1767831.000000000000000,3839469.533100000116974,10575.590700000000652,3230.777700773344350,173612.693187255266821,17.361269318725526
61,108,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,3,cool,ESSFdkwcool,80,N20058,0.000000000000000,1985,Lightning,1985-N20058,69.900000000000006,mylars, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771694.000000000000000,699239.819800000055693,3329.083900000000085,3924.530366633778613,124981.287389883960714,12.498128738988397
62,108,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,3,cool,ESSFdkwcool,90,N20751,0.000000000000000,2003,Lightning,2003-N20751,94.299999999999997,LANDSAT5, ,20070517150823,20030820,digitized,JA70003000,0.000000000000000,1773465.000000000000000,943137.785799999954179,4321.285899999999856,3331.766959786461484,347484.711935865692794,34.748471193586568
63,109,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,5,cool,ESSFdkwcool,31,164,0.000000000000000,1933,Lightning,1933-164,252.599999999999994,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761839.000000000000000,2526284.960899999830872,9266.414699999999357,253.377771354429086,2987.671422038220499,0.298767142203822
64,110,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,6,warm,ESSFdkwwarm,31,164,0.000000000000000,1933,Lightning,1933-164,252.599999999999994,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761839.000000000000000,2526284.960899999830872,9266.414699999999357,3542.642465861282744,88153.910252444111393,8.815391025244411
65,110,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,6,warm,ESSFdkwwarm,69,N00195,0.000000000000000,1959,Person,1959-N00195,383.899999999999977,mylars, ,20070517130635,19590803,digitised,JA70003000,0.000000000000000,1767831.000000000000000,3839469.533100000116974,10575.590700000000652,1339.967808575779600,15178.424434137139542,1.517842443413714
66,110,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,6,warm,ESSFdkwwarm,80,N20058,0.000000000000000,1985,Lightning,1985-N20058,69.900000000000006,mylars, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771694.000000000000000,699239.819800000055693,3329.083900000000085,2549.238300732126390,74681.076362192427041,7.468107636219243
67,111,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,7,warm,ESSFdkwwarm,54,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,43684.672729097408592,1047429.148353283060715,104.742914835328307
68,111,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,7,warm,ESSFdkwwarm,90,N20751,0.000000000000000,2003,Lightning,2003-N20751,94.299999999999997,LANDSAT5, ,20070517150823,20030820,digitized,JA70003000,0.000000000000000,1773465.000000000000000,943137.785799999954179,4321.285899999999856,867.290777787606316,4268.552390465215467,0.426855239046522
69,112,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,3,cool,ICHmk5cool,31,164,0.000000000000000,1933,Lightning,1933-164,252.599999999999994,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761839.000000000000000,2526284.960899999830872,9266.414699999999357,1534.506364497574396,45730.210502284237009,4.573021050228424
70,112,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,3,cool,ICHmk5cool,43,286,0.000000000000000,1934,Lightning,1934-286,1713.900000000000091,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762282.000000000000000,17139265.911299999803305,19289.628899999999703,19400.759037457704835,1319844.478336007799953,131.984447833600797
71,112,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,3,cool,ICHmk5cool,46,295,0.000000000000000,1934,Lightning,1934-295,14.500000000000000,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762296.000000000000000,145850.895599999988917,1688.101699999999937,501.642499975100748,16100.641631503272947,1.610064163150327
72,112,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,3,cool,ICHmk5cool,54,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,71044.317453857976943,8835277.241620829328895,883.527724162083018
73,112,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,3,cool,ICHmk5cool,69,N00195,0.000000000000000,1959,Person,1959-N00195,383.899999999999977,mylars, ,20070517130635,19590803,digitised,JA70003000,0.000000000000000,1767831.000000000000000,3839469.533100000116974,10575.590700000000652,6105.059298567377482,341879.318797360232566,34.187931879736027
74,113,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,5,cool,ICHmk5cool,31,164,0.000000000000000,1933,Lightning,1933-164,252.599999999999994,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761839.000000000000000,2526284.960899999830872,9266.414699999999357,604.577128069948344,3777.513692295498913,0.377751369229550
75,113,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,5,cool,ICHmk5cool,43,286,0.000000000000000,1934,Lightning,1934-286,1713.900000000000091,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762282.000000000000000,17139265.911299999803305,19289.628899999999703,5689.117286745464298,137632.704249689530116,13.763270424968953
76,113,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,5,cool,ICHmk5cool,54,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,10138.147591493358050,197032.655629452579888,19.703265562945258
77,113,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,5,cool,ICHmk5cool,69,N00195,0.000000000000000,1959,Person,1959-N00195,383.899999999999977,mylars, ,20070517130635,19590803,digitised,JA70003000,0.000000000000000,1767831.000000000000000,3839469.533100000116974,10575.590700000000652,99.895586580377753,623.692684285936139,0.062369268428594
78,114,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,6,warm,ICHmk5warm,31,164,0.000000000000000,1933,Lightning,1933-164,252.599999999999994,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761839.000000000000000,2526284.960899999830872,9266.414699999999357,1816.704489900885392,24944.261881642909430,2.494426188164291
