OID_,FID_BEC_PEM_Purcell,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Purcell,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
41,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,41,355,0.000000000000000,1946,Lightning,1946-355,57.899999999999999,linens, ,20070517130605,19460815,digitised,JA70003000,0.000000000000000,1765834.000000000000000,579934.295399999944493,2928.246700000000146,4123.501794198591597,159400.547462736285524,15.940054746273630
42,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,51,N00159,0.000000000000000,1960,Lightning,1960-N00159,218.800000000000011,mylars, ,20070517130634,19600714,digitised,JA70003000,0.000000000000000,1768045.000000000000000,2188668.838899999856949,6108.602399999999761,5674.448477409932821,126730.097579053326626,12.673009757905334
43,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,57,N00591,0.000000000000000,1960,Person,1960-N00591,83.700000000000003,mylars, ,20070517130634,19600929,digitised,JA70003000,0.000000000000000,1768095.000000000000000,837653.692400000058115,4368.231300000000374,352.760684225806529,5022.543855528469976,0.502254385552847
44,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,67,NJ0608,0.000000000000000,1970,Lightning,1970-NJ0608,642.299999999999955,mylars, ,20070517130630,19700824,digitised,JA70003000,0.000000000000000,1769596.000000000000000,6423494.203800000250340,15426.616099999999278,1018.309006042492001,22884.591818598757527,2.288459181859876
45,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,68,N10066,0.000000000000000,1985,Lightning,1985-N10066,227.300000000000011,LFDB, ,20070517130644,19850629,digitised,JA70003000,0.000000000000000,1771680.000000000000000,2273387.674699999857694,6715.173499999999876,2508.546690223274709,82248.587880472157849,8.224858788047216
46,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,76,N10147,0.000000000000000,1996,Lightning,1996-N10147,52.600000000000001,fire centre, ,20070517130640,19960810,digitised,JA70003000,0.000000000000000,1772982.000000000000000,526474.370699999970384,3282.704499999999825,8359.719113461747838,213570.958388341648970,21.357095838834166
47,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,82,N10326,0.000000000000000,2006,Lightning,2006-N10326,75.099999999999994,LANDSAT5,20060828,20071025161803,20060724,digitized,JA70003000,0.000000000000000,1773840.000000000000000,751481.599500000011176,5429.617299999999886,1925.672733115540268,73142.160970873912447,7.314216097087392
48,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,83,N10355,0.000000000000000,2003,Lightning,2003-N10355,587.600000000000023,LANDSAT5, ,20070517150824,20030805,digitized,JA70003000,0.000000000000000,1773453.000000000000000,5876415.381699999794364,16597.620299999998679,28293.722565661053522,1035504.175000970950350,103.550417500097097
49,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,88,N10262,2015080101.000000000000000,2015,Lightning,2015-N10262,226.300000000000011,2015 ROLLOVER,20150801,20150801150311,20150702,OZIX,JA70003000,0.000000000000000,1776853.000000000000000,2263801.924999999813735,6646.664099999999962,16895.374217736054561,625643.870445239823312,62.564387044523983
50,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,89,N10279,2015081001.000000000000000,2015,Lightning,2015-N10279,80.500000000000000,2015 ROLLOVER,20150810,20150811113510,20150704,OZIX,JA70003000,0.000000000000000,1776856.000000000000000,805498.135699999984354,4269.456299999999828,1836.544369070729317,45102.580963653555955,4.510258096365356
51,33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,95,N11676,2017090301.000000000000000,2017,Lightning,2017-N11676,322.800000000000011,2017 ROLLOVER,20170903,20170905221316,20170810,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777440.000000000000000,3228034.092900000046939,10765.254399999999805,13210.187667025309565,371569.066164091171231,37.156906616409117
52,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,30,433,0.000000000000000,1934,Lightning,1934-433,1292.200000000000045,linens, ,20070517130602,19340820,digitised,JA70003000,0.000000000000000,1762452.000000000000000,12922477.912200000137091,24104.304000000000087,1102.678948608205701,55676.770510655849648,5.567677051065585
53,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,34,280,0.000000000000000,1938,Lightning,1938-280,4435.500000000000000,linens, ,20070517130602,19380807,digitised,JA70003000,0.000000000000000,1763664.000000000000000,44355290.767399996519089,56960.750699999996868,9827.179871602656931,341763.822342131810728,34.176382234213186
54,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,35,570,0.000000000000000,1936,Lightning,1936-570,759.899999999999977,linens, ,20070517130602,19360809,digitised,JA70003000,0.000000000000000,1763125.000000000000000,7599242.663999999873340,10768.344499999999243,4041.371540371213996,241589.091484121017857,24.158909148412103
55,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,51,N00159,0.000000000000000,1960,Lightning,1960-N00159,218.800000000000011,mylars, ,20070517130634,19600714,digitised,JA70003000,0.000000000000000,1768045.000000000000000,2188668.838899999856949,6108.602399999999761,4945.666881360885782,184928.814755685918499,18.492881475568591
56,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,60,N00160,0.000000000000000,1961,Lightning,1961-N00160,137.199999999999989,mylars, ,20070517130634,19610705,digitised,JA70003000,0.000000000000000,1768374.000000000000000,1372730.900799999944866,4599.793899999999667,3672.423368035148087,287633.937615467759315,28.763393761546777
57,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,78,N70147,0.000000000000000,1994,Person,1994-N70147,36.299999999999997,inventory, ,20070517130641,19940922,digitised,JA70003000,0.000000000000000,1772878.000000000000000,363083.531499999982771,3519.625599999999849,156.716801339041808,231.997781094269044,0.023199778109427
58,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,82,N10326,0.000000000000000,2006,Lightning,2006-N10326,75.099999999999994,LANDSAT5,20060828,20071025161803,20060724,digitized,JA70003000,0.000000000000000,1773840.000000000000000,751481.599500000011176,5429.617299999999886,892.705641830433137,15592.939561064002191,1.559293956106400
59,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,83,N10355,0.000000000000000,2003,Lightning,2003-N10355,587.600000000000023,LANDSAT5, ,20070517150824,20030805,digitized,JA70003000,0.000000000000000,1773453.000000000000000,5876415.381699999794364,16597.620299999998679,9567.727496125309699,239329.846898892108584,23.932984689889214
60,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,88,N10262,2015080101.000000000000000,2015,Lightning,2015-N10262,226.300000000000011,2015 ROLLOVER,20150801,20150801150311,20150702,OZIX,JA70003000,0.000000000000000,1776853.000000000000000,2263801.924999999813735,6646.664099999999962,8221.390941127112455,356534.266505962354131,35.653426650596238
61,34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,95,N11676,2017090301.000000000000000,2017,Lightning,2017-N11676,322.800000000000011,2017 ROLLOVER,20170903,20170905221316,20170810,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777440.000000000000000,3228034.092900000046939,10765.254399999999805,11594.772551571875738,711334.105787864886224,71.133410578786496
62,35,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,3,cool,ESSFwmwcool,32,454,0.000000000000000,1934,Lightning,1934-454,12614.399999999999636,linens, ,20070517130647,19340814,digitised,JA70003000,0.000000000000000,1762474.000000000000000,126144545.877100005745888,88320.283899999994901,18471.073104643190163,2331879.885639639105648,233.187988563963927
63,35,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,3,cool,ESSFwmwcool,73,N20087,0.000000000000000,1985,Lightning,1985-N20087,95.599999999999994,mylars, ,20070517130643,19850722,digitised,JA70003000,0.000000000000000,1771698.000000000000000,956845.942799999960698,4413.082500000000437,1282.363833556799818,50767.729959645090275,5.076772995964509
64,36,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,5,cool,ESSFwmwcool,34,280,0.000000000000000,1938,Lightning,1938-280,4435.500000000000000,linens, ,20070517130602,19380807,digitised,JA70003000,0.000000000000000,1763664.000000000000000,44355290.767399996519089,56960.750699999996868,363.688567828325347,6673.860973195081897,0.667386097319508
65,36,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,5,cool,ESSFwmwcool,51,N00159,0.000000000000000,1960,Lightning,1960-N00159,218.800000000000011,mylars, ,20070517130634,19600714,digitised,JA70003000,0.000000000000000,1768045.000000000000000,2188668.838899999856949,6108.602399999999761,99.960766628557892,624.509647119297369,0.062450964711930
66,36,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,5,cool,ESSFwmwcool,78,N70147,0.000000000000000,1994,Person,1994-N70147,36.299999999999997,inventory, ,20070517130641,19940922,digitised,JA70003000,0.000000000000000,1772878.000000000000000,363083.531499999982771,3519.625599999999849,193.034754155128127,1163.507755173995974,0.116350775517400
67,36,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,5,cool,ESSFwmwcool,83,N10355,0.000000000000000,2003,Lightning,2003-N10355,587.600000000000023,LANDSAT5, ,20070517150824,20030805,digitized,JA70003000,0.000000000000000,1773453.000000000000000,5876415.381699999794364,16597.620299999998679,3542.157918758149663,30175.080771180968441,3.017508077118097
68,36,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,5,cool,ESSFwmwcool,95,N11676,2017090301.000000000000000,2017,Lightning,2017-N11676,322.800000000000011,2017 ROLLOVER,20170903,20170905221316,20170810,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777440.000000000000000,3228034.092900000046939,10765.254399999999805,1616.180059846040422,39104.992570522677852,3.910499257052268
69,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,32,454,0.000000000000000,1934,Lightning,1934-454,12614.399999999999636,linens, ,20070517130647,19340814,digitised,JA70003000,0.000000000000000,1762474.000000000000000,126144545.877100005745888,88320.283899999994901,11604.342194111302888,130096.465507305518258,13.009646550730553
70,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,34,280,0.000000000000000,1938,Lightning,1938-280,4435.500000000000000,linens, ,20070517130602,19380807,digitised,JA70003000,0.000000000000000,1763664.000000000000000,44355290.767399996519089,56960.750699999996868,6216.983753960865215,106924.361366601020563,10.692436136660103
71,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,35,570,0.000000000000000,1936,Lightning,1936-570,759.899999999999977,linens, ,20070517130602,19360809,digitised,JA70003000,0.000000000000000,1763125.000000000000000,7599242.663999999873340,10768.344499999999243,2519.695721188263178,47116.417485625788686,4.711641748562579
72,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,51,N00159,0.000000000000000,1960,Lightning,1960-N00159,218.800000000000011,mylars, ,20070517130634,19600714,digitised,JA70003000,0.000000000000000,1768045.000000000000000,2188668.838899999856949,6108.602399999999761,2152.280154616155869,51987.121120313597203,5.198712112031360
73,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,60,N00160,0.000000000000000,1961,Lightning,1961-N00160,137.199999999999989,mylars, ,20070517130634,19610705,digitised,JA70003000,0.000000000000000,1768374.000000000000000,1372730.900799999944866,4599.793899999999667,2568.468737046663136,35971.171913283644244,3.597117191328365
74,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,68,N10066,0.000000000000000,1985,Lightning,1985-N10066,227.300000000000011,LFDB, ,20070517130644,19850629,digitised,JA70003000,0.000000000000000,1771680.000000000000000,2273387.674699999857694,6715.173499999999876,1750.818485402999386,82702.185868947548443,8.270218586894755
75,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,73,N20087,0.000000000000000,1985,Lightning,1985-N20087,95.599999999999994,mylars, ,20070517130643,19850722,digitised,JA70003000,0.000000000000000,1771698.000000000000000,956845.942799999960698,4413.082500000000437,101.624777161837045,315.518622201679761,0.031551862220168
76,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,78,N70147,0.000000000000000,1994,Person,1994-N70147,36.299999999999997,inventory, ,20070517130641,19940922,digitised,JA70003000,0.000000000000000,1772878.000000000000000,363083.531499999982771,3519.625599999999849,624.145078513106682,12004.483574350750132,1.200448357435075
77,37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,82,N10326,0.000000000000000,2006,Lightning,2006-N10326,75.099999999999994,LANDSAT5,20060828,20071025161803,20060724,digitized,JA70003000,0.000000000000000,1773840.000000000000000,751481.599500000011176,5429.617299999999886,601.046424149474433,12237.597620867300066,1.223759762086730
