OID_,FID_BEC_PEM_Kootenay_North,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Kootenay_North,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
493,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,48,N20479,0.000000000000000,2001,Lightning,2001-N20479,326.100000000000023,LANDSAT7, ,20070517150824,20010817,digitized,JA70003000,0.000000000000000,1773369.000000000000000,3261213.739699999801815,12625.291800000000876,3959.368532179154499,74199.804819523909828,7.419980481952392
494,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,50,N20346,0.000000000000000,2007,Lightning,2007-N20346,873.299999999999955,LANDSAT5,20070909,20090422153957,20070717,digitizied,JA70003000,0.000000000000000,1774138.000000000000000,8733065.615800000727177,18524.023199999999633,4796.514050490820409,109033.085452444051043,10.903308545244405
495,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,57,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,471353.860067146946676,34026383.855846725404263,3402.638385584672506
496,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,58,N20658,0.000000000000000,2003,Lightning,2003-N20658,170.199999999999989,LANDSAT5, ,20070517150823,20030811,digitized,JA70003000,0.000000000000000,1773464.000000000000000,1702798.776400000089779,8502.599799999999959,6921.146194834639573,132835.326718085125322,13.283532671808514
497,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,59,N20065,2009060201.000000000000000,2009,Person,2009-N20065,23.000000000000000,OZIX,20090603170217,20090603170217,20090601,GPS-TRACK,JA70003000,0.000000000000000,1774953.000000000000000,230054.660899999988033,3181.105000000000018,1273.503887810227752,26312.010706102726544,2.631201070610273
498,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,68,N20378,2012082101.000000000000000,2012,Lightning,2012-N20378,45.000000000000000,OZIX,20120821,20120823112459,20120819,GPS-TRACK,JA70003000,0.000000000000000,1775886.000000000000000,450702.235900000028778,4505.144000000000233,3145.945681523090116,43506.308318717507063,4.350630831871751
499,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,73,N20227,2014082001.000000000000000,2014,Lightning,2014-N20227,720.899999999999977,OZIX,20140820,20140820191609,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776526.000000000000000,7209138.953999999910593,13996.045799999999872,21118.366466830546415,559837.712519323918968,55.983771251932396
500,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,76,N20236,2014082501.000000000000000,2014,Lightning,2014-N20236,1221.599999999999909,OZIX,20140825,20140827160925,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776529.000000000000000,12216294.955299999564886,24611.436200000000099,30893.919152902006317,549407.889318945119157,54.940788931894517
501,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,80,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,710728.556073815212585,22565380.435722261667252,2256.538043572226343
502,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,81,N21945,2017083101.000000000000000,2017,Lightning,2017-N21945,202.500000000000000,2017 ROLLOVER,20170831,20170831114910,20170810,Hand sketch of any type,JA70003000,0.000000000000000,1777458.000000000000000,2025171.328599999891594,8816.583300000000236,8068.646532351560381,406502.761599381163251,40.650276159938116
503,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,83,N12407,2018081601.000000000000000,2018,Lightning,2018-N12407,783.200000000000045,2018 ROLLOVER,20180816,20180816105024,20180727,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777979.000000000000000,7832203.195399999618530,19787.028300000001764,10471.560033378491426,487025.668392451771069,48.702566839245179
504,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,84,N20484,2018061601.000000000000000,2018,Person,2018-N20484,47.799999999999997,2018 ROLLOVER,20180616,20180626142653,20180602,Hand sketch of any type,JA70003000,0.000000000000000,1777991.000000000000000,478189.413999999989755,4201.457300000000032,358.511147404384189,978.707407616474484,0.097870740761647
505,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,2,173,0.000000000000000,1922,Lightning,1922-173,304.800000000000011,linens, ,20070517130618,19220823,digitised,JA70003000,0.000000000000000,1757015.000000000000000,3048070.199700000230223,7273.954600000000028,827.109175931273967,5544.340127633691736,0.554434012763369
506,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,3,107a,0.000000000000000,1922,Person,1922-107a,9006.100000000000364,linens, ,20070517130648,19220722,assumed_shape,JA70003000,0.000000000000000,1756851.000000000000000,90061775.425999999046326,49610.234499999998661,35367.982426462658623,958562.611982984351926,95.856261198298441
507,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,12,395,0.000000000000000,1929,Lightning,1929-395,1394.599999999999909,linens, ,20070517130616,19290716,digitised,JA70003000,0.000000000000000,1760049.000000000000000,13946642.508999999612570,31424.761999999998807,1962.293873275136320,28556.065126714303915,2.855606512671431
508,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,25,221,0.000000000000000,1939,Lightning,1939-221,392.199999999999989,linens, ,20070517130603,19390716,digitised,JA70003000,0.000000000000000,1764181.000000000000000,3922007.610100000165403,8017.687399999999798,2250.850692133434222,65000.718731014960213,6.500071873101496
509,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,26,N00160,0.000000000000000,1956,Lightning,1956-N00160,371.100000000000023,mylars, ,20070517130637,19560724,digitised,JA70003000,0.000000000000000,1767171.000000000000000,3711544.247599999886006,12495.422500000000582,1163.592349793992753,20718.183875318660284,2.071818387531866
510,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,27,N00158,0.000000000000000,1951,Lightning,1951-N00158,312.300000000000011,mylars, ,20070517130639,19510731,digitised,JA70003000,0.000000000000000,1766578.000000000000000,3123002.004300000146031,8424.351699999999255,550.042437403335043,4998.572290411657377,0.499857229041166
511,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,29,N00805,0.000000000000000,1967,Lightning,1967-N00805,144.099999999999994,mylars, ,20070517130632,19670822,digitised,JA70003000,0.000000000000000,1769063.000000000000000,1441368.759400000097230,5484.030800000000454,2665.028715021807329,30156.587066316355049,3.015658706631636
512,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,35,N30027,0.000000000000000,1985,Lightning,1985-N30027,18037.799999999999272,LFDB, ,20070517130643,19850629,digitised,JA70003000,0.000000000000000,1771703.000000000000000,180378990.484200000762939,109097.335600000005797,52572.628607268328778,1406934.572273842990398,140.693457227384300
513,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,36,N20030,0.000000000000000,1983,Person,1983-N20030,123.400000000000006,mylars, ,20070517130627,19830925,digitised,JA70003000,0.000000000000000,1771403.000000000000000,1234660.615100000053644,5539.529800000000250,3005.299962518662142,58167.051983175464557,5.816705198317547
514,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,37,N20035,0.000000000000000,1985,Lightning,1985-N20035,2511.599999999999909,LFDB, ,20070517130643,19850702,digitised,JA70003000,0.000000000000000,1771691.000000000000000,25116763.145899999886751,38630.202400000001944,12326.025249963242459,287423.180888388771564,28.742318088838879
515,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,39,N20062,0.000000000000000,1985,Lightning,1985-N20062,4210.500000000000000,LFDB, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771697.000000000000000,42105154.842100001871586,37558.530299999998533,9778.620245499078010,148431.052213257527910,14.843105221325754
516,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,43,N20441,0.000000000000000,1998,Lightning,1998-N20441,448.500000000000000,LFDB, ,20070517130647,19980822,digitised,JA70003000,0.000000000000000,1773134.000000000000000,4485500.658499999903142,12960.341899999999441,5091.719054525684442,102421.844587664381834,10.242184458766438
517,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,48,N20479,0.000000000000000,2001,Lightning,2001-N20479,326.100000000000023,LANDSAT7, ,20070517150824,20010817,digitized,JA70003000,0.000000000000000,1773369.000000000000000,3261213.739699999801815,12625.291800000000876,673.742006370288209,7820.288718831988263,0.782028871883199
518,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,49,N20028,0.000000000000000,1994,Lightning,1994-N20028,28.899999999999999,Buffered_Point, ,20070517130646,19940803,buffered_point,JA70003000,0.000000000000000,1772856.000000000000000,289182.609500000020489,1977.307399999999916,899.801688836414769,22502.526838548663363,2.250252683854867
519,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,53,N20789,0.000000000000000,2007,Person,2007-N20789,372.000000000000000,LANDSAT5,20080817,20090422153957,20070915,Area 1 of 2,JA70003000,0.000000000000000,1774143.000000000000000,3720902.417299999855459,13537.602899999999863,5696.520323930744780,137005.354304224805674,13.700535430422482
520,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,56,N20269,0.000000000000000,2003,Lightning,2003-N20269,3291.000000000000000,LANDSAT5, ,20070517150823,20030730,digitized,JA70003000,0.000000000000000,1773461.000000000000000,32910529.986900001764297,60243.624600000002829,12299.048084160560393,213129.243445596308447,21.312924344559633
521,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,57,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,40633.117943904151616,683563.597418833873235,68.356359741883395
522,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,58,N20658,0.000000000000000,2003,Lightning,2003-N20658,170.199999999999989,LANDSAT5, ,20070517150823,20030811,digitized,JA70003000,0.000000000000000,1773464.000000000000000,1702798.776400000089779,8502.599799999999959,1408.870169618788850,16369.139048529534193,1.636913904852954
523,482,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,60,N20658,2008092201.000000000000000,2008,Lightning,2008-N20658,31.100000000000001,OZIX,20080922153209,20080922153209,20080817,GPS-TRACK,JA70003000,0.000000000000000,1774484.000000000000000,310851.594999999972060,4030.575800000000072,446.649929646106443,3996.058090831050777,0.399605809083105
