OID_,FID_BEC_PEM_Kootenay_North,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Kootenay_North,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
831,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,122,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,3385.260752090102415,8684.882868215328926,0.868488286821533
832,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,123,N00148,0.000000000000000,1960,Lightning,1960-N00148,2599.599999999999909,mylars, ,20070517130635,19600713,digitised,JA70003000,0.000000000000000,1768042.000000000000000,25996794.450500000268221,32246.663300000000163,343.836799356680217,1016.547994929384231,0.101654799492938
833,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,124,N00081,0.000000000000000,1962,Lightning,1962-N00081,2599.599999999999909,mylars, ,20070517130634,19620624,digitised,JA70003000,0.000000000000000,1768490.000000000000000,25996794.450500000268221,32246.663300000000163,343.836799356680217,1016.547994929384231,0.101654799492938
834,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,125,N00118,0.000000000000000,1959,Lightning,1959-N00118,306.600000000000023,mylars, ,20070517130635,19590720,digitised,JA70003000,0.000000000000000,1767827.000000000000000,3066924.928600000217557,7179.175400000000081,1929.563805143980289,5735.365769467933205,0.573536576946793
835,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,126,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,1929.563805143980289,5735.365769467933205,0.573536576946793
836,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,127,N00038,0.000000000000000,1966,Person,1966-N00038,108.799999999999997,mylars, ,20070517130632,19660505,digitised,JA70003000,0.000000000000000,1768891.000000000000000,1088292.952100000111386,4974.049799999999777,606.935523578248194,1580.361212755347879,0.158036121275535
837,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,128,N20236,2014082501.000000000000000,2014,Lightning,2014-N20236,1221.599999999999909,OZIX,20140825,20140827160925,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776529.000000000000000,12216294.955299999564886,24611.436200000000099,606.935523578248194,1580.361212755347879,0.158036121275535
838,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,159,N20479,0.000000000000000,2001,Lightning,2001-N20479,326.100000000000023,LANDSAT7, ,20070517150824,20010817,digitized,JA70003000,0.000000000000000,1773369.000000000000000,3261213.739699999801815,12625.291800000000876,661.202012601985530,5029.986403972910011,0.502998640397291
839,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,160,N20636,2019061801.000000000000000,2019,Lightning,2019-N20636,4.200000000000000,2019 ROLLOVER,20190618,20190813162346,20190616,Non-corrected ground GPS,JA70003000,0.000000000000000,1778349.000000000000000,41628.089999999996508,1441.480900000000020,661.202012601985530,5029.986403972910011,0.502998640397291
840,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,161,N20346,0.000000000000000,2007,Lightning,2007-N20346,873.299999999999955,LANDSAT5,20070909,20090422153957,20070717,digitizied,JA70003000,0.000000000000000,1774138.000000000000000,8733065.615800000727177,18524.023199999999633,2805.762681743731719,7149.042349430661488,0.714904234943066
841,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,162,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,2805.762681743731719,7149.042349430661488,0.714904234943066
842,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,167,N20227,2014082001.000000000000000,2014,Lightning,2014-N20227,720.899999999999977,OZIX,20140820,20140820191609,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776526.000000000000000,7209138.953999999910593,13996.045799999999872,1566.774912797386378,26361.444040920901898,2.636144404092090
843,439,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,6,warm,MSdkwarm,168,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,1566.774912797386378,26361.444040920901898,2.636144404092090
844,440,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,7,warm,MSdkwarm,99,395,0.000000000000000,1929,Lightning,1929-395,1394.599999999999909,linens, ,20070517130616,19290716,digitised,JA70003000,0.000000000000000,1760049.000000000000000,13946642.508999999612570,31424.761999999998807,2041.033607378765964,14543.117259846088928,1.454311725984609
845,440,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,7,warm,MSdkwarm,100,N21982,2018082301.000000000000000,2018,Lightning,2018-N21982,3014.500000000000000,2018 ROLLOVER,20180823,20180823115138,20180801,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777998.000000000000000,30145140.118999999016523,30082.515400000000227,2041.033607378765964,14543.117259846088928,1.454311725984609
846,440,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,7,warm,MSdkwarm,109,286,0.000000000000000,1934,Lightning,1934-286,1713.900000000000091,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762282.000000000000000,17139265.911299999803305,19289.628899999999703,189.418293638521135,965.179411535513054,0.096517941153551
847,440,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,7,warm,MSdkwarm,110,NE0044,0.000000000000000,1977,Person,1977-NE0044,37.100000000000001,mylars, ,20070517130628,19770407,digitised,JA70003000,0.000000000000000,1770619.000000000000000,371025.090000000025611,2481.284799999999905,189.418293638521135,965.179411535513054,0.096517941153551
848,474,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,3,cool,ESSFdk1cool,165,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,124.382578855339631,370.320324532486552,0.037032032453249
849,474,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,3,cool,ESSFdk1cool,166,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,124.382578855339631,370.320324532486552,0.037032032453249
850,475,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,4,cool,ESSFdk1cool,165,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,3287.161547388721374,47342.672948252009519,4.734267294825202
851,475,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,4,cool,ESSFdk1cool,166,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,3287.161547388721374,47342.672948252009519,4.734267294825202
852,476,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,5,cool,ESSFdk1cool,165,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,403.193449892031197,3711.679887375054022,0.371167988737505
853,476,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,5,cool,ESSFdk1cool,166,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,403.193449892031197,3711.679887375054022,0.371167988737505
854,477,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,6,warm,ESSFdk1warm,165,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,5490.215936709617381,386626.754099960846361,38.662675409996083
855,477,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,6,warm,ESSFdk1warm,166,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,5490.215936709617381,386626.754099960846361,38.662675409996083
856,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,103,411,0.000000000000000,1929,Lightning,1929-411,7952.399999999999636,linens, ,20070517130649,19290721,assumed_shape,JA70003000,0.000000000000000,1760057.000000000000000,79524448.701600000262260,52364.817000000002736,7190.520963310589650,691004.057848727097735,69.100405784872720
857,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,104,N11664,2017091602.000000000000000,2017,Lightning,2017-N11664,11763.700000000000728,2017 ROLLOVER,20170916,20170917112212,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777439.000000000000000,117637856.155000001192093,113719.506599999993341,7190.520963310589650,691004.057848727097735,69.100405784872720
858,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,155,N10062,0.000000000000000,1988,Lightning,1988-N10062,428.800000000000011,inventory, ,20070517130642,19880818,digitised,JA70003000,0.000000000000000,1772168.000000000000000,4288578.168200000189245,19904.154600000001665,2659.115299436026817,116672.879825165291550,11.667287982516530
859,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,156,N11664,2017091602.000000000000000,2017,Lightning,2017-N11664,11763.700000000000728,2017 ROLLOVER,20170916,20170917112212,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777439.000000000000000,117637856.155000001192093,113719.506599999993341,2659.115299436026817,116672.879825165291550,11.667287982516530
860,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,99,395,0.000000000000000,1929,Lightning,1929-395,1394.599999999999909,linens, ,20070517130616,19290716,digitised,JA70003000,0.000000000000000,1760049.000000000000000,13946642.508999999612570,31424.761999999998807,1344.928043184571834,3772.429550039261812,0.377242955003926
861,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,100,N21982,2018082301.000000000000000,2018,Lightning,2018-N21982,3014.500000000000000,2018 ROLLOVER,20180823,20180823115138,20180801,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777998.000000000000000,30145140.118999999016523,30082.515400000000227,1344.928043184571834,3772.429550039261812,0.377242955003926
862,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,113,99,0.000000000000000,1936,Lightning,1936-99,38.500000000000000,linens, ,20070517130559,19360529,digitised,JA70003000,0.000000000000000,1763164.000000000000000,385850.290399999998044,2696.782299999999850,2747.276919406433535,66604.086189850437222,6.660408618985044
863,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,114,N20306,2012101801.000000000000000,2012,Lightning,2012-N20306,1014.700000000000045,OZIX,20121102,20121102,20120808,GPS-TRACK,JA70003000,0.000000000000000,1775884.000000000000000,10147758.652000000700355,26546.717799999998533,2747.276919406433535,66604.086189850437222,6.660408618985044
864,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,105,243,0.000000000000000,1933,Lightning,1933-243,168.500000000000000,linens, ,20070517130603,19330716,digitised,JA70003000,0.000000000000000,1761926.000000000000000,1685936.226199999917299,7283.982799999999770,9792.520711130191557,1148226.960213331971318,114.822696021333201
865,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,106,N20062,0.000000000000000,1985,Lightning,1985-N20062,4210.500000000000000,LFDB, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771697.000000000000000,42105154.842100001871586,37558.530299999998533,9792.520711130191557,1148226.960213331971318,114.822696021333201
866,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,107,329,0.000000000000000,1932,Lightning,1932-329,61.399999999999999,linens, ,20070517130603,19320812,digitised,JA70003000,0.000000000000000,1761576.000000000000000,614164.858400000026450,2826.098500000000058,796.535440173767483,9560.136672861239276,0.956013667286124
867,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,108,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,796.535440173767483,9560.136672861239276,0.956013667286124
868,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,119,N00295,0.000000000000000,1950,Lightning,1950-N00295,31.800000000000001,mylars, ,20070517130639,20070516,digitised,JA70003000,0.000000000000000,1766439.000000000000000,318512.021100000012666,2223.451100000000224,664.855252521438501,1801.502069811721185,0.180150206981172
869,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,120,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,664.855252521438501,1801.502069811721185,0.180150206981172
870,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,121,N00307,0.000000000000000,1950,Lightning,1950-N00307,464.300000000000011,mylars, ,20070517130639,19500903,digitised,JA70003000,0.000000000000000,1766440.000000000000000,4643831.595399999991059,15487.025200000000041,11277.607247110017852,237999.662600884737913,23.799966260088475
871,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,122,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,11277.607247110017852,237999.662600884737913,23.799966260088475
872,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,123,N00148,0.000000000000000,1960,Lightning,1960-N00148,2599.599999999999909,mylars, ,20070517130635,19600713,digitised,JA70003000,0.000000000000000,1768042.000000000000000,25996794.450500000268221,32246.663300000000163,81882.959101018568617,3355670.385933915618807,335.567038593391601
873,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,124,N00081,0.000000000000000,1962,Lightning,1962-N00081,2599.599999999999909,mylars, ,20070517130634,19620624,digitised,JA70003000,0.000000000000000,1768490.000000000000000,25996794.450500000268221,32246.663300000000163,81882.959101018568617,3355670.385933915618807,335.567038593391601
874,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,125,N00118,0.000000000000000,1959,Lightning,1959-N00118,306.600000000000023,mylars, ,20070517130635,19590720,digitised,JA70003000,0.000000000000000,1767827.000000000000000,3066924.928600000217557,7179.175400000000081,6000.096540132211885,56698.887496444913268,5.669888749644492
875,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,126,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,6000.096540132211885,56698.887496444913268,5.669888749644492
876,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,127,N00038,0.000000000000000,1966,Person,1966-N00038,108.799999999999997,mylars, ,20070517130632,19660505,digitised,JA70003000,0.000000000000000,1768891.000000000000000,1088292.952100000111386,4974.049799999999777,666.807657584615299,2668.712524911080436,0.266871252491108
